,Unnamed: 0,journalname,pmid,text,response
15075,145230,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,15064218,emergency department pelvic examination pap testing addressing misperceptions undergoing pelvic examination urban tertiary care ed surveyed pap smear screening initial cohort education provided prior survey administration subsequently pilot scripted information provided physicians alone physicians counselors failure obtain cervical screening precipitated limited knowledge describes understanding papanicolaou pap smear testing undergoing emergency department ed pelvic examination tests feasibility educating ed nonintervention cohort intervention cohort intervention physicianadministered intervention reinforced counseling physician counselor african american sd nonintervention six said told pap test done mistakenly believed pap test sixtysix stated knew purpose pap test correctly identified pap test test cervical intervention surveyed physician counseling nonintervention group fewer thought pap test said told receive pap test reinforced intervention correctly denied receiving pap test counselor education knowledge pap testing undergoing ed pelvic examination poor mistakenly believe receive pap test ed evaluation educating feasible ed setting emergency service hospital health care surveys health knowledge attitudes practice papanicolaou test education topic pelvis physical examination pilot projects uterine cervical vaginal smears,1
15284,145941,Medical care,1538610,improving adherence screening followup abnormal pap smears large clinicbased intervention strategies large involving abnormal cervical cytology pap smear clinicbased interventions tested strategies increase return screening followup personalized followup letter pamphlet slidetape program pap smears transportation incentives bus passesparking permits interventions x x factorial design confirm high loss screening followup ie return visits abnormal pap smears substantial variability participating clinics sample whole transportation incentives combined intervention condition personalized followup slidetape program impact screening followup transportation incentives emerged dominant intervention condition subgroups characterized disadvantaged socioeconomically risk developing cervical receiving care county health department odds less health insurance less severe pap smear less contrast subgroups characterized relatively advantaged risk developing cervical combined intervention condition personalized followup slidetape program return subgroups reflecting pattern seen noncounty clinics less less severe pap smear less implications findings discussed terms designing clinicbased interventions improve screening followup adolescent logistic models los angeles mass screening motivation odds papanicolaou test compliance education topic program evaluation socioeconomic transportation uterine cervical dysplasia uterine cervical vaginal smears,1
15300,145989,Tanisal ve girisimsel radyoloji : Tibbi Goruntuleme ve Girisimsel Radyoloji Dernegi yayin organi,15470624,mammographyrelated anxiety investigate whether informing mammographic compression changed anxiety experience mammography shows informing examination decreases due mammographic compression alter anxiety main cause anxiety appears fear malignant diagnosis intervention decrease fear increase compliance screening mammography find anxiety scores informed uninformed informed group uninformed group statistically relationship anxiety recently felt tense nervous fear diagnosis anxiety five hundred enrolled hundred fifty seven informed procedure written forms explaining necessity compression remaining get preprocedural information participants completed demographic form state anxiety inventory waiting mammography marked due compression visual analog scale vas procedure chi square correlation tests statistical analyses anxiety informed consent mammography manifest anxiety scale measurement,1
15350,146204,Cancer investigation,15565808,pilot evaluation black cohosh hot flashes hot flashes cause morbidity postmenopausal undertook pilot estimate effectiveness black cohosh reduce hot flashes twentyone completed thirteen history six taking tamoxifen raloxifene average hot flashes week reduction daily hot flash frequency weekly hot flash scores reduced completion less trouble sleeping less fatigue less abnormal sweating stopped therapy black cohosh appeared reduce hot flashes efficacy seems would expected hot flash reduction previous suggest evaluation black cohosh preparation indicated hot flashes week enrolled black cohosh given form commercial product remifemin week notreatment period therapy given subsequent hot flash collected daily questionnaires recorded adolescent cimicifuga drug administration schedule hot flashes pilot projects plant extracts postmenopause plant extracts remifemin,1
15540,146802,The British journal of general practice : the journal of the Royal College of General Practitioners,1586526,compliance screening general practice test compliance screening general practice health checks carried six practices urban rural intervention groups group posted haemoccult test kline beckman kit group invited health check second group posted haemoccult test kit together invitation attend health check third group posted invitation health check explained would offered haemoccult test kit nurse health check fourth group invited health check combining faecal occult testing health check reduce attendance health check attended haemoccult test kit offered nurse health check attended test kit invitation attend health check attended health check invitation posted compliance haemoccult testing associating health check compliance faecal occult testing kit enclosed health check invitation offered health check less easier cheaper combine various screening procedures although haemoccult test population reason relatively compliance obtained posting test kit health check invitation cannot achieved previously unscreened populations expected compliance faecal occult screening undertaken population basis effectiveness reducing mortality proven colonic england mass screening occult compliance rectal,1
15571,146919,International journal of cancer,1592526,influence betacarotene smokinginduced dna damage reflected sister chromatid exchanges putative cancerpreventive potential betacarotene explained antioxidant capacity prevent freeradicalinduced dna damage hypothesis studied betacarotene supplementation frequency sister chromatid exchanges sce lymphocytes heavy smokers doubleblind placebocontrolled intervention smoking habits pretreatment cotinine betacarotene retinol vitamins e similar group group plasma betacarotene fold group intervention whereas parameters remained stable groups initial sce similar groups scelymphocyte intervention groups almost identical decrease end intervention period sce groups scelymphocyte shows protective betacarotene dna damage reflected sister chromatid exchanges lymphocytes thus yield support cancerpreventive mechanism betacarotene involving form dna damage cannot excluded betacarotene prevents forms smokinginduced dna damage affects tissues preventive later stages carcinogenesis carotenoids dna damage doubleblind method lymphocytes sister chromatid exchange smoking beta carotene beta carotene carotenoids,1
15794,147586,Cancer nursing,16330964,comparison wound treatments nasopharyngeal receiving radiation therapy purpose compare effectiveness gentian violet nonadherent absorbent dressing healing postirradiation wounds nasopharyngeal sample nasopharyngeal developed postirradiation wounds comparisons made regarding parameters wound healing healing presence infection wound regarding impact wound mood changes restriction neck movement social isolation sleep problem disturbance body image groups woundhealing disturbance mood sleep social interaction appearance neck mobility trend wound score reaching statistical significance gentian violet group administration cutaneous variance antiinfective bandages fractionation radiation gentian violet nasopharyngeal nursing evaluation research measurement proportional hazards models radiodermatitis radiotherapy skin care wound healing antiinfective gentian violet,1
15917,147946,Cancer nursing,16565618,brief behavioral sleep intervention family caregivers persons behavioral interventions support restful sleep delay onset decrease severity debilitating depressive symptoms turn increase physical psychological health wellbeing repeatedmeasures experimental design test feasibility effectiveness brief behavioral sleep intervention family caregivers persons caregiver sleep intervention casi includes stimulus relaxation cognitive therapy sleep hygiene elements casi individualized delivered accommodate caregiver burden thirty caregivers participated pittsburgh sleep index psqi center epidemiological studiesdepression scale cesd caregiver lifecancer scale cqolc measure selfreported sleep depressive symptoms life actigraphs measured latency duration efficiency wake sleep onset waso scores collected post improvement seen across groups intervention caregivers improvement psqi cesd scores caregivers casi appears improving sleep depressive symptoms caregivers persons improvements life scores similar across groups sample size homogeneity limit generalizability behavior therapy caregivers depression feasibility life sleep initiation maintenance disorders texas,1
15929,147994,Palliative & supportive care,16594275,communication tool art therapy technique body outline multidimensional aspect suggests multimodal interventions memorial sloankettering center recently utilized art therapy modality help communicate painful side illness way feel understood respected paper describe simple innovative art therapy intervention developed within art therapy service psychiatric department memorial sloankettering center seventy hospitalized men intervention january analyzed variety responses main groups emerged focused following issues visualization physical communication emotions search meaningspirituality suggest abstract symbolic feature body outline flexible therapeutic intervention must offered within relationship art therapist fulfill quite variety expressive needs description physical elaboration spiritual longings work body outline starting template together art therapist sessions lasting approximately encouraged fill space inside outside body outline colored pastels markers watercolor cut images collage art therapy communication management spirituality,1
15936,148020,Hepato-gastroenterology,16608025,gumchewing stimulates bowel motility surgery concluded gumchewing provides simple method improve state perioperative period open surgery surgical stress affects changes autonomic nervous system decreased intestinal motility many complaints resolve problem usefulness gumchewing improving motility examined twentytwo divided groups gumchewing groups operation chewing gum given former group times passage flatus stool chewinggum group operation sooner controls chewing gum colectomy gastrointestinal motility mastication period recovery function chewing gum,1
16112,148502,Zhong xi yi jie he xue bao = Journal of Chinese integrative medicine,16965740,immunoregulation shortterm therapeutic superselective intraarterial chemotherapy combined traditional chinese drugs gastric shortterm therapeutic efficacy group group occurrence side group group karnofsky score life group obviously group half group group month month improved group group cytokines interleukin necrosis factoralpha tnfalpha interferongamma ifngamma group group hand immune inhibitory soluble interleukin receptor silr group group forty late gastric antrum randomly divided group group group orally administered fuzheng granules superselective left gastric artery chemotherapy highdose drugs eap regime vp mgm epirubicin mgm carboplatin mgm group administered artery chemotherapy group superselective intraarterial chemotherapy combined fuzheng granules good shortterm therapeutic efficiency side late gastric antrum improve life extend period improve late gastric antrum due upregulation immune regulating tnfalpha ifngamma downregulation immune inhibitory silr investigate immunoregulation shortterm therapeutic superselective intraarterial chemotherapy combined fuzheng granules compound chinese herbal medicine late gastric antineoplastic combined chemotherapy carboplatin drug synergism drug therapy combination drugs chinese herbal epirubicin etoposide injections intraarterial interferongamma interleukin phytotherapy stomach necrosis factoralpha drugs chinese herbal interleukin necrosis factoralpha fuzheng epirubicin etoposide interferongamma carboplatin,1
16117,148521,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,16983913,observation zhiling capsule treating middleadvanced multicenter doubleblinded parallel method divided groups group whole recipe zc group disassembled recipe western medicines zc group disassembled recipe chinese medicines zc group pingxiao capsule drugs administered orally changes syndrome qiyin deficiency symptoms life qol body weight reactions occurred observe zhiling capsule zc treating middleadvanced alleviating syndrome groups ad remitting stuffiness chest improving appetite qol groups ac elevated improvement group superior treatments body weight group superior others whole recipe zc therapeutic superior treatments obvious reaction groups zc improve symptoms qol middleadvanced diagnosis differential doubleblind method drugs chinese herbal medicine chinese traditional phytotherapy life yin deficiency drugs chinese herbal,1
16209,148798,Tumori,17168431,oral glutamine ameliorates chemotherapyinduced changes intestinal permeability interfere antitumor chemotherapy sixty randomly assigned oral glutamine preneoadjuvant chemotherapy cef regimen prophylactic oral glutamine could ameliorate neoadjuvant chemotherapyinduced increase intestinal permeability stomatitis diarrhea interfere antitumor chemotherapy plasma glutamine glutamine group group mmoll mmoll cycle chemotherapy lactulosemannitol group glutamine group differences grades stomatitis diarrhea changes size ki pcna antigens groups oral glutamine supplementation continued least kept daily record diarrhea stomatitis plasma glutamine intestinal permeability lactulosemannitol test size analyzed ki pcna antigens administration oral antineoplastic combined chemotherapy biomarkers capillary permeability drug administration schedule glutamine immunohistochemistry intestinal absorption neoadjuvant therapy biomarkers glutamine,1
16245,148949,Journal of the American Dietetic Association,1728624,improved food intake reduced nausea vomiting given restricted diet receiving cisplatin chemotherapy administration cisplatin alone combination cytotoxic commonly produces intractable nausea vomiting currently highdose antiemetic drugs often refuse continued therapy suboptimal nausea vomiting substantial decline nutritional pilot receiving cisplatin nausea vomiting amount food intake subjective assessment wellbeing group colorless odorless predetermined meal times daily meal cottage cheese apple sauce vanilla ice cream selected foods controlgroup selected meal studygroup exhibited food intake decreased nausea vomiting scored estimation wellbeing findings preliminary indicate diet helps provide nutrition care receiving cisplatin chemotherapy helps create atmosphere believes cisplatin diet energy intake food nausea satisfaction pilot projects random allocation vomiting cisplatin,1
16444,149593,American journal of preventive medicine,1790034,increasing compliance opportunistic cervical screening objective efficacy acceptability interventions designed increase opportunistic cervical screening designed interventions additional usual care recruited general practitioners selected random inner metropolitan region sydney australia eligible pap smear allocated minimal maximal interactional interventions obtain consent pap smear main measure pap smear consultation within month measured acceptability interventions practitioners minimal pap smear maximal pap smear approaches combined conclude brief advice maximal persuasion increasing compliance opportunistic screening routine consultations interventions acceptable practitioners preferred minimal intervention demonstrate opportunistic screening acceptable way encourage risk pap smear counseling evaluation topic family practice mass screening new south wales papanicolaou test acceptance health care surveys questionnaires uterine cervical vaginal smears,1
16470,149678,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,17969893,observation zhiling capsule treating various types midadvanced observe efficacy zhiling capsule zlc improving symptoms life qol various types midadvanced multicentre hundred midadvanced assigned groups group zlc group pingxiao capsule pxc given orally symptoms qol weight reactions improving symptom increasing qol weight group group obvious reaction groups zlc could alleviate qiyin deficiency syndrome syndrome improve qol various types midadvanced capsules drug combinations drugs chinese herbal phytotherapy qi life yin deficiency capsules drug combinations drugs chinese herbal zhiling,1
16487,149739,"Nutrition (Burbank, Los Angeles County, Calif.)",1802209,nutritional evaluation dietetic care radiotherapy ninetythree undergo radiotherapy studied affected head neck abdominopelvic randomly distributed experimental groups group allowed eat ad libitum whereas experimental group followed strict nutritional protocol covered needs satisfying particular tastes habits collected radiotherapy commenced ended anthropometric analytical parameters determined benefit dietetic experimental head neck abdominopelvic abdominal anthropometry diet head neck nutrition assessment nutritional physiological phenomena,1
16585,150053,Gan to kagaku ryoho. Cancer & chemotherapy,18347392,omega fatty acidcontaining diet racol reduces chemoradiation therapy esophageal recently omega fatty acidcontaining diet racol enhances innate immunity reduces mucosal damage intestine chemotherapy aim examine omega fatty acidcontaining diet racol chemoradiation therapy crt esophageal cancers crt took rakol maximum mlday crt take rakol regarding decrease platelets differ former latter neutropenia former latter regard gastrointestinal diarrhea former latter moreover stomatitispharyngitis tended decrease took rakol current indicated omega fatty acidcontaining diet racol beneficial esophageal cancers receive crt reducing crt antineoplastic combined modality therapy diet esophageal fatty acids omega antineoplastic fatty acids omega,1
16612,150179,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,18481713,observation therapeutic acupuncture points search safe method alleviating analgesic acupuncture better step administration addiction analgesics methods could effectively acupuncture group better medication group sixtysix late divided different degrees mild moderate severe degree randomly divided acupuncture group acupuncture severe tender points medication group oral administration according step administration principle ie mild took aspirin moderate took codeine severe took morphine acupuncture analgesia medicine chinese traditional intractable,1
16672,150427,Cancer causes & control : CCC,1873448,feasibility conducting lungcancer chemoprevention tin miners yunnan r china tin miners yunnan province southern china extremely high percent old underground mining andor smelting experience extraordinary result combined exposure radon arsenic tobacco smoking cigarettes andor bamboo water pipe determine feasibility conducting largescale lungcancer chemoprevention currently employed retired miners yunnan tin corporation city gejiu designed answer questions could potentially eligible miners identified recruited could intervention shipped successfully united states area appropriately distributed would miners adequately adhere protocol comply intervention regimen iv could potential monitored documented sixmonth feasibility yielded affirmative answers questions roster highrisk miners compiled vitamin iu betacarotene vitamin e iu selenium micrograms administered daily placebos miners according factorial design adherence pill counts serum micronutrient approximately percent findings preliminary indicate fullscale lungcancer chemoprevention population feasible arsenic feasibility radiationinduced occupational diseases compliance radon risk selenium smoking vitamin vitamin e vitamin vitamin e selenium arsenic radon,1
16851,151880,Journal of the Royal Society of Medicine,2027146,noninvasive stimulation neiguan antiemetic acupuncture point chemotherapy beneficial transcutaneous electrical stimulation antiemetic point neiguan adjuvant antiemetics studied chemotherapyinduced sickness adequately antiemetics alone although quite good invasive acupuncture achieved considerable benefit nontoxic procedure large diffuse impedence electrodes simplifies technique hourly application sea bands prolongs antiemetic action best obtained hourly selfadministration transcutaneous electrical stimulation simple batteryoperated tens machine hz activate large easytoplace surface electrode increasing current qi elicited acupuncture points adolescent antiemetics antineoplastic combined modality therapy self administration transcutaneous electric nerve stimulation vomiting antiemetics antineoplastic,1
16857,151898,Social science & medicine (1982),2031210,communication awareness death random sample dying people literature suggests openness communicating terminally ill families past decades partly influenced hospice movement present reports perceptions relatives hospital doctors general practitioners nurses knew random sample adults dying england professionals suggest general preference openness illness death tempered consideration bad news needs broken slowly context support recognising everyone wishes know practice people dying likely knowing illness would die people dying conditions held controlling fact death likely medically expected comparisons show increases due largely told truth frequently hospital doctors due changed practices increase hospital episodes last life nevertheless situations relatives told situations left guess likely still quite common nurses hospice practitioners marginally involved breaking bad news remaining province hospital doctors general practitioners relatives general praised manner told although proportion insensitive practice retrospect high proportion relatives professionals felt awareness best although preference influenced desire see things good light relatives adequate support information given professionals illness whole doctors provided information friends family provided emotional support relatives hospital doctors played increasingly important role providing information general role decreasing area gaps information told enough wrong told reasons decisions lesser extent given information care attitude death england ethics medical hospices knowledge psychology physicianpatient relations,1
17030,153317,Annals of internal medicine,2184711,best teach selfexamination later mammacare group lumps manufactured models traditional groups lump detection specificity unaffected selfreported examination frequency rose groups times traditional group mammacare group group physician encouragement improve sensitivity specificity frequency mammacare group seven examination techniques traditional groups less group health care worry mammacare instruction resulted longterm improved lump detection examination technique traditional instruction physician encouragement selfexamination instruction emphasize lump detection skills third nurse instruction stressing tactile skills mammacare group mammatech corporation gainesville florida third traditional nurse instruction emphasizing technique traditional group third nurse instruction group half group physician encouragement continuingcare eligible refused participation randomly assigned completed assigned interventions completed posttest later general medicine group practice university hospital factorial design compare methods teaching selfexamination attitude health educational measurement health services nursing staff palpation education topic role topic self care sensitivity specificity teaching,1
17050,153428,Preventive medicine,2193306,feasibility lowfat diet prevention dietary compliance health vanguard health vanguard examine feasibility nationwide multicenter intervention test hypothesis lowfat diet followed period reduce risk ages risk intervention lowfat diet usual diet groups basis food records fat intakes comparable groups averaging energy fat intervention substantially fat intake contrast slight reductions fat intake indeed complying lowfat dietary intervention comes reasonable nature nutrient changes within food groups intervention agreement expected differences plasma cholesterol intervention groups intervention plasma cholesterol mgdl expected keys equation mgdl mgdl expected mgdl analyses indicate intervention made substantial dietary changes successfully maintained changes period thus demonstrates feasibility intensive lowfat dietary intervention cholesterol topic dietary fats feasibility multicenter topic compliance topic dietary fats cholesterol,1
17123,153914,American journal of surgery,2240381,immediate delayed shoulder exercises axillary lymph node dissection evaluable enrolled multicenter establish role delayed shoulder exercises wound drainage shoulder function axillary lymph node dissection group started active shoulder exercises postoperatively group started eight following week immobilization group less wound drainage volume group differences could established groups duration volume wound drainage volume seroma aspirations wound complication shoulder function surgery axilla exercise therapy lymph node excision shoulder suction,1
17189,154845,Nursing research,2399132,extremity wraps druginduced shivering pilot efficacy nursing intervention amphotericin binduced febrile shivering tested hospitalized extremity wraps modify heat loss skin prevent shivering stimulus duration shivering amount meperidine required shivering suppression groups shivering duration shorter group less less meperidine administered group controls differences statistically fact nurses differ propensity narcotic treat shivering make meperidine poor measure efficacy shivering affect myocardial oxygen consumption mvo subjects shivered mvo reflected pressure product shivering less pre postshivering periods amphotericin bandages meperidine muscle contraction myocardial contraction oxygen consumption pilot projects shivering amphotericin meperidine,1
17248,155321,"International journal of radiation oncology, biology, physics",2460421,increasing knowledge radiation therapy scripts set education programs developed multidisciplinary team health care professionals provide information receiving week course external beam radiation therapy programs designed presented sequentially critical points course pretreatment week final week program cancers knowledge hearing audiotape appropriate posttest half random basis prior hearing tape pretest split design allowed differentiation true learning multiple assessments knowledge test items developed learning objectives program posttest indicate high learning programs exceeding target correct tested twice posttest scores pretest scores testing pretreatment week programs final week subjects pretested scored slightly posttest controls pretested additional demonstrated true learning group indicate programs increasing knowledge regarding program side strategies manage side research intervention programs discussed audiovisual aids education topic radiotherapy,1
17339,156214,Nursing research,2587289,aerobic training functional capacity week aerobic intervaltraining cycle ergometer protocol functional capacity volmax receiving chemotherapy studied subjects stratified functional capacity met experimental ex pl co groups ex subjects completed week timesweek exercise training program pl subjects participated nonaerobic stretching flexibility exercises co group maintained normal activities ex group less improvement pre posttest volmax workload test pl co groups intervaltraining exercise intervention improving functional capacity adjuvant chemotherapy antineoplastic exercise oxygen consumption work antineoplastic,1
17393,156697,Journal of the Royal Society of Medicine,2666662,acupuncture prophylaxis chemotherapyinduced sickness multifacet efficacy electroacupuncture hz applied antiemetic receiving variety chemotherapy drugs involved open pilot crossover definitive history distressing sickness previous basis previous survey would expected chance subsequent therapy sickness either completely absent reduced considerably side encountered limited crossover acupuncture acp point beneficial limited point logistic ethical considerations excluded possibility carrying larger placebocontrolled hands acp antiemetic chemotherapy involved brevity action h alternative approach electroacp required technique adopted clinically acupuncture therapy antineoplastic topic nausea vomiting antineoplastic,1
17398,156733,Cancer,2670188,home nursing care assess home nursing care progressive hundred sixtysix assigned either oncology home care group ohc care oncology home care nurses home care group shc care regular home care nurses office care group oc whatever care needed except home care entered diagnosis followed interviewed week intervals across five occasions end differences mood disturbance concerns groups differences symptom distress enforced social dependency health perceptions home nursing care groups less distress greater independence longer office care group addition home nursing care groups steadily worse health perceptions thus remarkable office care group indicated symptom distress social dependency indicated perceptions improved health suggest home nursing care assists forestalling distress symptoms maintaining independence longer comparison home nursing care home care include assisting acknowledging reality situation attitude health topic home care services length stay longitudinal measurement random allocation social support surveys questionnaires washington,1
17525,157612,The Canadian journal of urology,28832310,decision aid shared decision making screening da sdm likely report discussing implication screening da sdm uc da answered knowledge questions correctly uc da less likely report always felt encouraged discuss health concerns da da sdm uc interestingly stpr da likely undergo psabased screening uc ltpr group shared decision making sdm widely encouraged american urological choosing wisely screening implementation sdm challenging secondary constraints competing priorities strategy mitigate difficulties implementing sdm utilize decision aid da whether da improves knowledge affects prostatespecific antigen psa screening usual care uc da da sdm perception care measured consumer assessment healthcare providers systems cahps survey stratified long term provider relationship ltpr short term provider relationship stpr knowledge screening decision regarding screening groups anova logistic regression models providing da personal interaction resulted greater chance undergoing psabased screening improving knowledge screening understanding consequences decision exacerbated shorter term provider relationship complex issues decision pursue psabased screening tools cannot substitute direct interaction trusted provider decision making decision support techniques detection health knowledge attitudes practice preference prostatic,1
17692,158685,Journal of developmental and behavioral pediatrics : JDBP,3220958,psychological distress anxiety young children efficacy hypnotic imaginative involvement behavioral distraction medical practice reduction distress anxiety children marrow aspirations groups children groups intervention sessions given intervention observational ratings distress indicated reductions younger group hypnotic whereas older group achieved reductions conditions observerrated anxiety second intervention groups reductions group appeared contaminated hypnotic method internal focus allornone whereas distraction appeared require coping skills learned session anxiety behavior therapy child child preschool imagination psychotherapy,1
17718,158809,Bone,3288258,evaluation salmon calcitonin metastases cancera salmon calcitonin mrcuday saline given daily injections least metastases doubleblind normocalcemic stable regressing start improvement general performance detected measured visual analogue scale daily duration consumption analgetic drugs calcitonin judged scans radiographs calcitonin therapy affect serum calcium alkaline phosphatase glaprotein urinary excretion calcium hydroxyproline serum phosphate magnesium decreased calcitonin concluded salmon calcitonin dosage discernible skeletal general performance metabolism decrease serum phosphate magnesium probably indicated calcitonin renal excretion ions calcitonin topic doubleblind method electrolytes random allocation electrolytes salmon calcitonin calcitonin,1
17795,159088,JAMA,3339790,improvement bronchial squamous metaplasia smokers folate vitamin report preliminary doubleblind intervention test whether changes folate vitamin nutrition modify severity potentially premalignant lesions identified cytology sputum samples smokers intervention smokers bronchial squamous metaplasia seventythree men history packyears cigarette smoking metaplasia sputum samples stratified according smoking randomly assigned either folate micrograms hydroxocobalamin direct cytological comparison groups greater reduction atypia supplemented group provides preliminary atypical bronchial squamous metaplasia reduced supplementation folate vitamin significance findings tempered substantial spontaneous variation sputum cytologies population short duration supraphysiological doses folate construed pointing potential way preventing individuals continue smoke supporting selfmedication large doses folate smokers bronchi doubleblind method folic acid metaplasia random allocation smoking sputum vitamin folic acid vitamin,1
17830,159248,Journal of the National Cancer Institute,3480374,lowfat diet sex hormone hypothesis dietary fat acts promotional agent development influencing sex hormone tested dietary intervention thirtythree good health randomly allocated commence either diet deriving energy fat lowfat diet deriving energy fat crossed alternative diet another serum hormone lipid measured end dietary period premenopausal lowfat diet appeared decrease nonproteinbound estradiol nonproteinbound testosterone cholesterol lowered lowfat diet estradiol testosterone dehydroepiandrosterone highdensity lipoprotein hdl cholesterol estradiol prolactin postmenopausal lowfat diet lowered cholesterol hdl cholesterol associations hormones findings add weight concept attention diet means reducing community androgens cholesterol cholesterol hdl dietary fats energy intake estrogens hormones menopause progesterone prolactin triglycerides androgens cholesterol hdl dietary fats estrogens hormones triglycerides progesterone prolactin cholesterol,1
17889,159459,Voprosy onkologii,3526720,stimulation immunological reactivity eleutherococcus extract vitro lymphocytes eleutherococcal preparation produced immuneboosting healthy controls pointed capability stimulating general nonspecific resistance immunologic vigor course cytostatic radiation since eleutherococcus free allergenicity prolonged indicated receiving intensive antitumor therapy drug concentration tailored individually adjuvants immunologic blymphocytes topic combined modality therapy immunity innate vitro techniques plant extracts plants medicinal rosette formation tlymphocytes adjuvants immunologic plant extracts,1
18344,161211,American journal of clinical oncology,6342360,behavior education peer support groups determine psychological social functioning could enhanced either education participation peer support therapy group eightyone behavior scale prior following intervention following education experienced improvement frequency anxiety problems depression life disruption less equal group following participation peer support groups improvement areas life functioning thus education represents efficient inexpensive means improving psychological social behavior participation peer support therapy group result behavior change behavior topic hodgkin mental disorders education topic peer group random allocation social adjustment social support,1
18552,162037,Cancer research,6799196,nutritional intervention adjunct chemotherapy comment nutrition drug resistance nutritional intervention eg parenteral nutrition tpn might improve durable tolerance aggressive therapy determine whether assumption correct diffuse histiocytic induced prednisone highdose methotrexate adriamycin cyclophosphamide vp promace nitrogen mustardvincristineprocarbazineprednisone mopp consolidation followed late intensification promace selected randomly receive adjuvant tpn diet promacemopp tpn greater weight gain lean body mass degree myelosuppression improved consequence tpn tpn whether initially malnourished second young poorprognosis sarcomas randomly allocated receive tp diet adjunct intensive course combination chemotherapy chemotherapy body irradiation autologous marrow transplantation gain controls remained negative nitrogen balance durable differ groups maximum nutritional support permitted currently available technology offered thus limiting nutritional rather intrinsic biology limitations current therapy vitro possible influence nutrition sublines murine sensitive resistant adriamycin drug sensitivity correlated differences lipid composition intracellular lipid greater membrane rigidity resistant resistant relatively poor transport drug moreover intracellular adriamycin sequestered lipid depots away dna suggest possible relationship nutritional phenomena drug sensitivity animals antineoplastic membrane permeability cultured topic doxorubicin drug resistance drug therapy combination lipid metabolism mice nutritional physiological phenomena parenteral nutrition parenteral nutrition sarcoma antineoplastic doxorubicin,1
18643,162391,Journal of behavioral medicine,7026794,effectiveness relaxation training reducing reactions chemotherapy developed negative conditioned responses chemotherapy either relaxation training relaxation training receive progressive muscle relaxation training guided relaxation imagery instructions immediately chemotherapy treatments physiological pressure pulse measures arousal frequency vomiting patientreported nursereported indices negative affect nausea collected pretraining training posttraining chemotherapy sessions indicated training posttraining sessions relaxation training condition feeling less emotionally distressed nauseated less physiological arousal following chemotherapy infusion relaxation training condition attending observations confirmed selfreports differences frequency vomiting conditions clearly suggest relaxation procedures means reducing several side chemotherapy antineoplastic anxiety pressure imagination pulse relaxation therapy vomiting antineoplastic,1
18644,162392,Maturitas,7026979,continuous natural oestrogens progestogens method avoid endometrial stimulation menopausal symptoms combination natural oestrogens betaoestradiol oestriol gestagen norethisterone acetate given continuously interruption good menopausal symptoms endometrium maintained brought atrophic state method seems new approach oestrogenic therapy spite inconvenience rather frequentthough rule slightbleeding value mth bleeding practically never occurs endometrium almost invariably becomes completely atrophic would seem might imply lowered risk development endometrial series accordance principle yr presented biopsy topic drug combinations endometrium estradiol estriol menopause norethindrone norethindrone acetate random allocation drug combinations estradiol norethindrone acetate estriol norethindrone,1
19262,164323,Archives of internal medicine,7695460,improving compliance screening older parallel group practices public hospital subjects older seen residents attending ambulatory clinic october march provider groups intensive education screening group intervention staff second group offered education visit addition flowsheets prevention team group staff tasks redefined facilitate compliance compare approaches improving compliance screening older provide support education organizational changes involve nonphysician personnel enhance screening older particularly previous screening medical records reviewed determine documented offeringreceipt examination mammography subgroup previous examination previous mammography analyzed determine intervention intervention period previous examination offered examination often prevention team group group adjusting race comorbidity gender training prevention team group offered examination frequently education groups adjusting covariates likewise mammography offered frequently prevention team education group group adjusting logistic regression logistic models mammography mass screening palpation acceptance health care compliance education topic,1
19619,165468,American journal of preventive medicine,7880557,personal contact friends increase mammography usage increase mammography older american society acs designed telephone intervention strategy tell friend program relied acs volunteers halfday training session volunteer provided list willing contact month period encourage mammogram list five names returned volunteer inclusion intervention served controls contacted volunteers subsequently interviewed end intervention period fortynine percent intervention group recent mammogram since start intervention period whereas mammograms period effectiveness intervention remained controlling demographic characteristics strategy black white ages principally annual household incomes less conclude telephone intervention strategy personal contacts acquainted increase mammography particularly lowtomoderate income florida income interpersonal relations mammography mass screening reminder systems socioeconomic telephone,1
19620,165470,"European journal of cancer (Oxford, England : 1990)",7880598,oneyear followup group rehabilitation programme randomised brief structured rehabilitation programme followup assigned programme condition h sessions emphasised physical training information coping skills programme improved controls respect appraisal sufficient information physical training physical strength fighting spirit indicate improvement respect areas focused programme physical training information coping skills training adaptation psychological body image employment exercise therapy followup education topic physical fitness professionalpatient relations program evaluation sick leave,1
